Order Date,Ship Date,Division,Region,Product Name,Sales,Units,Gross Profit,Cost,Gross Margin %,Profit Per Unit,Revenue Contribution %,Profit Contribution %,Product Category,Margin Risk,Month
2024-05-12,2026-11-05,Chocolate,Interior,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,64.92307692307692,2.11,0.01604557592438563,0.015806461278985648,High Sales Low Margin,Safe,2024-05
2024-05-12,2026-11-07,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2.11,0.0068766753961652695,0.00677419769099385,Low Sales Low Profit,Safe,2024-05
2024-05-13,2026-11-09,Chocolate,Pacific,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,66.66666666666666,2.4,0.015234480877658444,0.015410497116952833,High Sales High Profit,Safe,2024-05
2024-05-13,2026-11-05,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,30.0,8,19.6,10.4,65.33333333333334,2.45,0.021159001218970058,0.020975398853630246,High Sales Low Margin,Safe,2024-05
2024-05-13,2026-11-05,Chocolate,Gulf,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.66666666666666,2.4,0.005078160292552814,0.005136832372317611,Low Sales High Margin,Safe,2024-05
2024-05-13,2026-11-09,Other,Pacific,Lickable Wallpaper,40.0,2,20.0,20.0,50.0,10.0,0.02821200162529341,0.021403468217990045,High Sales Low Margin,Safe,2024-05
2024-05-13,2026-11-05,Chocolate,Pacific,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.66666666666666,2.4,0.005078160292552814,0.005136832372317611,Low Sales High Margin,Safe,2024-05
2024-05-13,2026-11-07,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44444444444444,2.5,0.007617240438829222,0.008026300581746268,High Sales High Profit,Safe,2024-05
2024-05-14,2026-11-10,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,71.34670487106017,2.49,0.004922994283613701,0.005329463586279522,Low Sales High Margin,Safe,2024-05
2024-05-16,2026-11-13,Chocolate,Pacific,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,66.66666666666666,2.4,0.012695400731382034,0.012842080930794026,High Sales High Profit,Safe,2024-05
2024-05-16,2026-11-10,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,71.34670487106017,2.4899999999999998,0.007384491425420551,0.007994195379419282,Low Sales High Margin,Safe,2024-05
2024-05-17,2026-11-11,Chocolate,Interior,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2.11,0.0068766753961652695,0.00677419769099385,Low Sales Low Profit,Safe,2024-05
2024-05-18,2026-11-10,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.66666666666666,2.4,0.007617240438829222,0.007705248558476417,High Sales High Profit,Safe,2024-05
2024-05-18,2026-11-10,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,65.33333333333334,2.45,0.010579500609485029,0.010487699426815123,High Sales Low Margin,Safe,2024-05
2024-05-18,2026-11-12,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,65.33333333333334,2.45,0.002644875152371257,0.0026219248567037807,Low Sales Low Profit,Safe,2024-05
2024-05-18,2026-11-14,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.66666666666666,2.4,0.005078160292552814,0.005136832372317611,Low Sales High Margin,Safe,2024-05
2024-05-19,2026-11-13,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9,69.44444444444444,2.5,0.022851721316487664,0.0240789017452388,High Sales High Profit,Safe,2024-05
2024-05-19,2026-11-12,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,69.44444444444444,2.5,0.012695400731382034,0.013377167636243779,High Sales High Profit,Safe,2024-05
2024-05-20,2026-11-12,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,69.44444444444444,2.5,0.01777356102393485,0.01872803469074129,High Sales High Profit,Safe,2024-05
2024-05-20,2026-11-12,Other,Interior,Kazookles,9.75,3,0.75,9.0,7.6923076923076925,0.25,0.0068766753961652695,0.0008026300581746266,Low Sales Low Profit,Risk,2024-05
2024-05-20,2026-11-12,Other,Atlantic,Kazookles,13.0,4,1.0,12.0,7.6923076923076925,0.25,0.009168900528220359,0.0010701734108995024,High Sales Low Margin,Risk,2024-05
2024-05-20,2026-11-12,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,33.75,9,22.05,11.7,65.33333333333333,2.45,0.023803876371341317,0.023597323710334028,High Sales Low Margin,Safe,2024-05
2024-05-20,2026-11-12,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2.5,0.005078160292552814,0.005350867054497511,Low Sales High Margin,Safe,2024-05
2024-05-20,2026-11-12,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,69.44444444444444,2.5,0.012695400731382034,0.013377167636243779,High Sales High Profit,Safe,2024-05
2024-05-20,2026-11-12,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2.5,0.005078160292552814,0.005350867054497511,Low Sales High Margin,Safe,2024-05
2024-05-20,2026-11-14,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,28.8,8,20.0,8.8,69.44444444444444,2.5,0.020312641170211258,0.021403468217990045,High Sales High Profit,Safe,2024-05
2024-05-20,2026-11-14,Chocolate,Pacific,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,66.66666666666666,2.4,0.002539080146276407,0.0025684161861588054,Low Sales High Margin,Safe,2024-05
2024-05-20,2026-11-14,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,65.33333333333334,2.45,0.002644875152371257,0.0026219248567037807,Low Sales Low Profit,Safe,2024-05
2024-05-21,2026-11-13,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2.45,0.005289750304742514,0.005243849713407561,Low Sales Low Profit,Safe,2024-05
2024-05-21,2026-11-16,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,66.66666666666666,2.4,0.015234480877658444,0.015410497116952833,High Sales High Profit,Safe,2024-05
2024-05-21,2026-11-15,Chocolate,Pacific,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12,64.92307692307692,2.11,0.018337801056440717,0.018064527175983596,High Sales Low Margin,Safe,2024-05
2024-05-21,2026-11-13,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44444444444444,2.5,0.007617240438829222,0.008026300581746268,High Sales High Profit,Safe,2024-05
2024-05-21,2026-11-16,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,64.92307692307692,2.11,0.01604557592438563,0.015806461278985648,High Sales Low Margin,Safe,2024-05
2024-05-21,2026-11-15,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,65.33333333333333,2.4499999999999997,0.0185141260665988,0.018353473996926464,High Sales Low Margin,Safe,2024-05
2024-05-21,2026-11-13,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,69.44444444444444,2.5,0.015234480877658444,0.016052601163492535,High Sales High Profit,Safe,2024-05
2024-05-21,2026-11-13,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,71.34670487106017,2.49,0.0024614971418068505,0.002664731793139761,Low Sales High Margin,Safe,2024-05
2024-05-21,2026-11-16,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2.11,0.0068766753961652695,0.00677419769099385,Low Sales Low Profit,Safe,2024-05
2024-05-21,2026-11-15,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,71.34670487106017,2.4899999999999998,0.007384491425420551,0.007994195379419282,Low Sales High Margin,Safe,2024-05
2024-05-21,2026-11-16,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,66.66666666666666,2.4,0.015234480877658444,0.015410497116952833,High Sales High Profit,Safe,2024-05
2024-05-21,2026-11-16,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,64.92307692307692,2.11,0.01604557592438563,0.015806461278985648,High Sales Low Margin,Safe,2024-05
2024-05-21,2026-11-16,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2.11,0.0068766753961652695,0.00677419769099385,Low Sales Low Profit,Safe,2024-05
2024-05-22,2026-11-19,Chocolate,Gulf,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.66666666666666,2.4,0.005078160292552814,0.005136832372317611,Low Sales High Margin,Safe,2024-05
2024-05-22,2026-11-19,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,71.34670487106017,2.49,0.0024614971418068505,0.002664731793139761,Low Sales High Margin,Safe,2024-05
2024-05-23,2026-11-17,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,71.34670487106017,2.49,0.0024614971418068505,0.002664731793139761,Low Sales High Margin,Safe,2024-05
2024-05-23,2026-11-17,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9,69.44444444444444,2.5,0.022851721316487664,0.0240789017452388,High Sales High Profit,Safe,2024-05
2024-05-23,2026-11-17,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,66.66666666666666,2.4,0.012695400731382034,0.012842080930794026,High Sales High Profit,Safe,2024-05
2024-05-23,2026-11-17,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.66666666666666,2.4,0.005078160292552814,0.005136832372317611,Low Sales High Margin,Safe,2024-05
2024-05-23,2026-11-17,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2.45,0.005289750304742514,0.005243849713407561,Low Sales Low Profit,Safe,2024-05
2024-05-23,2026-11-17,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2.45,0.005289750304742514,0.005243849713407561,Low Sales Low Profit,Safe,2024-05
2024-05-23,2026-11-17,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2.45,0.005289750304742514,0.005243849713407561,Low Sales Low Profit,Safe,2024-05
2024-05-24,2026-11-20,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33333333333333,2.4499999999999997,0.007934625457113773,0.00786577457011134,High Sales Low Margin,Safe,2024-05
2024-05-25,2026-11-19,Chocolate,Interior,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2.11,0.004584450264110179,0.004516131793995899,Low Sales Low Profit,Safe,2024-05
2024-05-25,2026-11-19,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,71.34670487106017,2.49,0.004922994283613701,0.005329463586279522,Low Sales High Margin,Safe,2024-05
2024-05-25,2026-11-19,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2.45,0.005289750304742514,0.005243849713407561,Low Sales Low Profit,Safe,2024-05
2024-05-26,2026-11-20,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2.5,0.005078160292552814,0.005350867054497511,Low Sales High Margin,Safe,2024-05
2024-05-26,2026-11-20,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2.45,0.005289750304742514,0.005243849713407561,Low Sales Low Profit,Safe,2024-05
2024-05-26,2026-11-21,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2.45,0.005289750304742514,0.005243849713407561,Low Sales Low Profit,Safe,2024-05
2024-05-26,2026-11-21,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44444444444444,2.5,0.007617240438829222,0.008026300581746268,High Sales High Profit,Safe,2024-05
2024-05-26,2026-11-19,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,69.44444444444444,2.5,0.012695400731382034,0.013377167636243779,High Sales High Profit,Safe,2024-05
2024-05-26,2026-11-21,Chocolate,Interior,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2.11,0.0068766753961652695,0.00677419769099385,Low Sales Low Profit,Safe,2024-05
2024-05-26,2026-11-20,Chocolate,Pacific,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2.11,0.004584450264110179,0.004516131793995899,Low Sales Low Profit,Safe,2024-05
2024-05-26,2026-11-20,Chocolate,Pacific,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2.11,0.004584450264110179,0.004516131793995899,Low Sales Low Profit,Safe,2024-05
2024-05-27,2026-11-17,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,36.0,10,25.0,11.0,69.44444444444444,2.5,0.025390801462764068,0.026754335272487557,High Sales High Profit,Safe,2024-05
2024-05-27,2026-11-20,Chocolate,Interior,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,66.66666666666666,2.4,0.015234480877658444,0.015410497116952833,High Sales High Profit,Safe,2024-05
2024-05-27,2026-11-17,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,65.33333333333334,2.45,0.010579500609485029,0.010487699426815123,High Sales Low Margin,Safe,2024-05
2024-05-27,2026-11-22,Chocolate,Pacific,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,66.66666666666666,2.4,0.002539080146276407,0.0025684161861588054,Low Sales High Margin,Safe,2024-05
2024-05-27,2026-11-22,Chocolate,Pacific,Wonka Bar - Fudge Mallows,43.2,12,28.8,14.4,66.66666666666666,2.4,0.030468961755316888,0.030820994233905667,High Sales High Profit,Safe,2024-05
2024-05-28,2026-11-22,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,65.33333333333334,2.45,0.010579500609485029,0.010487699426815123,High Sales Low Margin,Safe,2024-05
2024-05-28,2026-11-23,Chocolate,Pacific,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,64.92307692307692,2.11,0.009168900528220359,0.009032263587991798,High Sales Low Margin,Safe,2024-05
2024-05-28,2026-11-23,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,65.33333333333333,2.4499999999999997,0.015869250914227546,0.01573154914022268,High Sales Low Margin,Safe,2024-05
2024-05-30,2026-11-26,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44444444444444,2.5,0.007617240438829222,0.008026300581746268,High Sales High Profit,Safe,2024-05
2024-05-30,2026-11-22,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33333333333333,2.4499999999999997,0.007934625457113773,0.00786577457011134,High Sales Low Margin,Safe,2024-05
2024-05-30,2026-11-27,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,64.92307692307692,2.11,0.009168900528220359,0.009032263587991798,High Sales Low Margin,Safe,2024-05
2024-05-30,2026-11-22,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.66666666666666,2.4,0.005078160292552814,0.005136832372317611,Low Sales High Margin,Safe,2024-05
2024-05-30,2026-11-26,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44444444444444,2.5,0.007617240438829222,0.008026300581746268,High Sales High Profit,Safe,2024-05
2024-05-30,2026-11-22,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,69.44444444444444,2.5,0.010156320585105629,0.010701734108995022,High Sales High Profit,Safe,2024-05
2024-05-30,2026-11-24,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44444444444444,2.5,0.007617240438829222,0.008026300581746268,High Sales High Profit,Safe,2024-05
2024-05-30,2026-11-22,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,71.34670487106017,2.4899999999999998,0.01230748570903425,0.0133236589656988,High Sales High Profit,Safe,2024-05
2024-05-31,2026-11-26,Chocolate,Gulf,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2.11,0.0068766753961652695,0.00677419769099385,Low Sales Low Profit,Safe,2024-05
2024-05-31,2026-11-26,Chocolate,Gulf,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.66666666666666,2.4,0.007617240438829222,0.007705248558476417,High Sales High Profit,Safe,2024-05
2024-06-01,2026-11-27,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,69.44444444444444,2.5,0.01777356102393485,0.01872803469074129,High Sales High Profit,Safe,2024-06
2024-06-01,2026-11-27,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,65.33333333333333,2.4499999999999997,0.015869250914227546,0.01573154914022268,High Sales Low Margin,Safe,2024-06
2024-06-01,2026-11-27,Chocolate,Interior,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92307692307693,2.1100000000000003,0.011461125660275448,0.01129032948498975,High Sales Low Margin,Safe,2024-06
2024-06-01,2026-11-27,Chocolate,Interior,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92307692307693,2.1100000000000003,0.011461125660275448,0.01129032948498975,High Sales Low Margin,Safe,2024-06
2024-06-01,2026-11-27,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,64.92307692307693,2.11,0.013753350792330539,0.0135483953819877,High Sales Low Margin,Safe,2024-06
2024-06-01,2026-11-27,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.66666666666666,2.4,0.007617240438829222,0.007705248558476417,High Sales High Profit,Safe,2024-06
2024-06-01,2026-11-27,Chocolate,Interior,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,64.92307692307692,2.11,0.009168900528220359,0.009032263587991798,High Sales Low Margin,Safe,2024-06
2024-06-01,2026-11-27,Other,Interior,Wonka Gum,5.0,4,2.6,2.4,52.0,0.65,0.0035265002031616764,0.0027824508683387057,Low Sales Low Profit,Safe,2024-06
2024-06-01,2026-11-27,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,65.33333333333333,2.4499999999999997,0.015869250914227546,0.01573154914022268,High Sales Low Margin,Safe,2024-06
2024-06-01,2026-11-27,Chocolate,Interior,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2.11,0.004584450264110179,0.004516131793995899,Low Sales Low Profit,Safe,2024-06
2024-06-01,2026-11-27,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,65.33333333333333,2.4499999999999997,0.0185141260665988,0.018353473996926464,High Sales Low Margin,Safe,2024-06
2024-06-02,2026-11-28,Chocolate,Pacific,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,64.92307692307693,2.11,0.013753350792330539,0.0135483953819877,High Sales Low Margin,Safe,2024-06
2024-06-02,2026-11-27,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2.45,0.005289750304742514,0.005243849713407561,Low Sales Low Profit,Safe,2024-06
2024-06-02,2026-11-28,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,71.34670487106017,2.4899999999999998,0.007384491425420551,0.007994195379419282,Low Sales High Margin,Safe,2024-06
2024-06-02,2026-11-27,Chocolate,Gulf,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.66666666666666,2.4,0.005078160292552814,0.005136832372317611,Low Sales High Margin,Safe,2024-06
2024-06-02,2026-11-27,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44444444444444,2.5,0.007617240438829222,0.008026300581746268,High Sales High Profit,Safe,2024-06
2024-06-03,2026-11-27,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,65.33333333333333,2.4499999999999997,0.0185141260665988,0.018353473996926464,High Sales Low Margin,Safe,2024-06
2024-06-03,2026-11-28,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,69.44444444444444,2.5,0.015234480877658444,0.016052601163492535,High Sales High Profit,Safe,2024-06
2024-06-03,2026-11-28,Chocolate,Interior,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2.11,0.004584450264110179,0.004516131793995899,Low Sales Low Profit,Safe,2024-06
2024-06-03,2026-11-27,Chocolate,Interior,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,66.66666666666666,2.4,0.010156320585105629,0.010273664744635222,High Sales High Profit,Safe,2024-06
2024-06-03,2026-11-27,Chocolate,Interior,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2.11,0.0068766753961652695,0.00677419769099385,Low Sales Low Profit,Safe,2024-06
2024-06-04,2026-11-30,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2.11,0.004584450264110179,0.004516131793995899,Low Sales Low Profit,Safe,2024-06
2024-06-04,2026-11-30,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.66666666666666,2.4,0.005078160292552814,0.005136832372317611,Low Sales High Margin,Safe,2024-06
2024-06-04,2026-11-30,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2.11,0.004584450264110179,0.004516131793995899,Low Sales Low Profit,Safe,2024-06
2024-06-04,2026-11-30,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,65.33333333333334,2.45,0.010579500609485029,0.010487699426815123,High Sales Low Margin,Safe,2024-06
2024-06-04,2026-11-30,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.66666666666666,2.4,0.005078160292552814,0.005136832372317611,Low Sales High Margin,Safe,2024-06
2024-06-06,2026-12-02,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,71.34670487106017,2.4899999999999998,0.007384491425420551,0.007994195379419282,Low Sales High Margin,Safe,2024-06
2024-06-06,2026-11-30,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2.5,0.005078160292552814,0.005350867054497511,Low Sales High Margin,Safe,2024-06
2024-06-06,2026-12-03,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,69.44444444444444,2.5,0.002539080146276407,0.0026754335272487556,Low Sales High Margin,Safe,2024-06
2024-06-06,2026-12-03,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33333333333333,2.4499999999999997,0.007934625457113773,0.00786577457011134,High Sales Low Margin,Safe,2024-06
2024-06-06,2026-12-02,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,32.4,9,21.6,10.8,66.66666666666667,2.4000000000000004,0.022851721316487664,0.02311574567542925,High Sales High Profit,Safe,2024-06
2024-06-06,2026-12-03,Chocolate,Interior,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2.11,0.004584450264110179,0.004516131793995899,Low Sales Low Profit,Safe,2024-06
2024-06-06,2026-12-01,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,37.5,10,24.5,13.0,65.33333333333333,2.45,0.026448751523712573,0.026219248567037806,High Sales Low Margin,Safe,2024-06
2024-06-06,2026-12-03,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2.45,0.005289750304742514,0.005243849713407561,Low Sales Low Profit,Safe,2024-06
2024-06-06,2026-12-02,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2.11,0.004584450264110179,0.004516131793995899,Low Sales Low Profit,Safe,2024-06
2024-06-07,2026-12-02,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33333333333333,2.4499999999999997,0.007934625457113773,0.00786577457011134,High Sales Low Margin,Safe,2024-06
2024-06-07,2026-12-01,Chocolate,Interior,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.66666666666666,2.4,0.007617240438829222,0.007705248558476417,High Sales High Profit,Safe,2024-06
2024-06-08,2026-12-03,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44444444444444,2.5,0.007617240438829222,0.008026300581746268,High Sales High Profit,Safe,2024-06
2024-06-08,2026-12-05,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,71.34670487106017,2.4899999999999998,0.007384491425420551,0.007994195379419282,Low Sales High Margin,Safe,2024-06
2024-06-08,2026-12-04,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2.45,0.005289750304742514,0.005243849713407561,Low Sales Low Profit,Safe,2024-06
2024-06-08,2026-12-04,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,65.33333333333333,2.4499999999999997,0.015869250914227546,0.01573154914022268,High Sales Low Margin,Safe,2024-06
2024-06-09,2026-12-05,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,69.44444444444444,2.5,0.01777356102393485,0.01872803469074129,High Sales High Profit,Safe,2024-06
2024-06-09,2026-12-04,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2.5,0.005078160292552814,0.005350867054497511,Low Sales High Margin,Safe,2024-06
2024-06-09,2026-12-05,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9,69.44444444444444,2.5,0.022851721316487664,0.0240789017452388,High Sales High Profit,Safe,2024-06
2024-06-09,2026-12-02,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,69.44444444444444,2.5,0.01777356102393485,0.01872803469074129,High Sales High Profit,Safe,2024-06
2024-06-09,2026-12-05,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,69.44444444444444,2.5,0.012695400731382034,0.013377167636243779,High Sales High Profit,Safe,2024-06
2024-06-09,2026-12-04,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2.5,0.005078160292552814,0.005350867054497511,Low Sales High Margin,Safe,2024-06
2024-06-09,2026-12-04,Chocolate,Pacific,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,66.66666666666667,2.4,0.01777356102393485,0.01797891330311164,High Sales High Profit,Safe,2024-06
2024-06-09,2026-12-05,Chocolate,Pacific,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,66.66666666666666,2.4,0.010156320585105629,0.010273664744635222,High Sales High Profit,Safe,2024-06
